id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
22887,tt0914809,0.0655429999999999,6000,6000,Loose Change: Final Cut,,,Dylan Avery,,september 11 2001,"Loose Change Final Cut is the third installment of the documentary that asks the tough questions about the 9/11 attacks and related events. This movie hopes to be the catalyst for a new independent investigation, in which the family members receive answers to their questions, and the TRUE PERPETRATORS of this horrendous crime are PROSECUTED and PUNISHED.",129,Documentary,Louder Than Words,11/11/07,12,5.1,2007,6310.01149578927,6310.01149578927
15261,tt0972785,0.020514,0,0,Bring It On: In It To Win It,Ashley Benson|Cassie Scerbo|Noel Areizaga|Jennifer Tisdale|Kierstin Koppel,,Steve Rash,,competition|cheerleader|sport|cheerleading|cheering crowd,Fourth 'Bring It On' movie is set at a cheerleader camp in Florida with a 'West Side Story' musical feel has the female captain of the West Side Sharks meeting and romancing a male member of the East Coast Jets amid their different team rivalries.,90,Comedy,Universal Pictures|Beacon Communications,11/10/07,70,5.6,2007,0,0
13022,tt0479528,0.463461,0,0,Rogue,Radha Mitchell|Michael Vartan|Sam Worthington|Mia Wasikowska|Caroline Brazier,,Greg McLean,How Fast Can You Swim?,animal horror,"From the director of Wolf Creek comes this terrifying look at nature's perfect killing machine. When a group of tourists stumble into the remote Australian river territory of an enormous crocodile, the deadly creature traps them on a tiny mud island with the tide quickly rising and darkness descending. As the hungry predator closes in, they must fight for survival against all odds.",99,Action|Horror|Thriller,Village Roadshow Pictures|Emu Creek Pictures,11/8/07,55,6,2007,0,0
2310,tt0442933,0.969354,70000000,195735876,Beowulf,Ray Winstone|Angelina Jolie|Anthony Hopkins|Robin Wright|John Malkovich,http://www.beowulfmovie.com/,Robert Zemeckis,Evil breeds pain.,denmark|nordic mythology|lie|pride and vanity|folk hero,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",115,Animation|Fantasy,Paramount Pictures|Shangri-La Entertainment|ImageMovers|Paramount Animation,11/5/07,505,5.4,2007,73616800.7842082,205849271.283064
5375,tt0486583,1.031011,100000000,97838349,Fred Claus,Vince Vaughn|Paul Giamatti|John Michael Higgins|Miranda Richardson|Rachel Weisz,,David Dobkin,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,holiday|brother brother relationship|elves|santa claus|sleigh,"Fred Claus (Vince Vaughn) and Santa Claus (Paul Giamatti) have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes over shadows him. When an efficiency expert (Kevin Spacey) asseses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",116,Action|Comedy|Drama,Silver Pictures|Warner Bros.|Jessie Nelson Productions|David Dobkin Productions,11/3/07,115,5.5,2007,105166858.263154,102893517.81984
4982,tt0765429,1.946073,100000000,266465037,American Gangster,Denzel Washington|Russell Crowe|Chiwetel Ejiofor|Josh Brolin|Lymari Nadal,http://www.americangangster.net/,Ridley Scott,There are two sides to the American dream.,underdog|black people|drug traffic|drug smuggle|society,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",157,Drama|Crime,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media|Film Rites,11/2/07,966,7.3,2007,105166858.263154,280232907.782652
5126,tt0415965,0.579121,0,0,Martian Child,John Cusack|Bobby Coleman|Amanda Peet|Joan Cusack|Oliver Platt,,Menno Meyjes,"doesn't matter where you come from, as long as you find where you belong!",underdog|adoption|education|adoptive father|childhood trauma,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",106,Drama,New Line Cinema,11/2/07,32,7,2007,0,0
13710,tt1024899,0.126199,0,0,Enfin veuve,MichÃ¨le Laroque|Jacques Gamblin|Wladimir Yordanoff|Tom Morton|ValÃ©rie Mairesse,,Isabelle Mergault,,woman director,"Anne-Marie vient de perdre son mari dans un accident de voiture. Elle est enfin libre d'aimer celui qu'elle voit en cachette depuis deux ans. Mais elle n'a pas prÃ©vu que sa famille, pÃ©trie de bons sentiments, a dÃ©cidÃ© de rester Ã  ses cÃ´tÃ©s pour la soutenir dans son chagrin. Anne-Marie se retrouve alors encore plus prisonniÃ¨re que lorsqu'elle Ã©tait mariÃ©e ...",94,Comedy,Gaumont,11/1/07,10,4.6,2007,0,0
14748,tt1078188,0.415622,0,0,Boy A,Andrew Garfield|Katie Lyons|Peter Mullan|Alfie Owen|Shaun Evans,http://www.boyamovie.info/,John Crowley,,independent film,"The story of a young ex-con Jack, newly released from serving a prison sentence for a murder he committed as a child.",100,Crime|Drama,Film 4,10/28/07,68,7,2007,0,0
4398,tt0498525,0.56661,0,0,Lissi und der wilde Kaiser,Michael Herbig|Christian Tramitz|Waldemar Kobus|Rick Kavanian|Gerd Knebel,http://www.lissi.film.de/,Michael Herbig,,monster|emperor|yeti,"The plot concerns a yeti who makes a pact with the devil to kidnap the most beautiful girl in the world. This turns out to be the Princess Lissi, who is clearly the Austrian Princess and later Empress Elisabeth of Bavaria, and much of the film is taken up with subplots related to the court and to the romantic relationship between Elisabeth and her husband. The film is thus a comic parody of the Sissi films.",85,Animation|Comedy,herbX film GmbH,10/24/07,38,5.9,2007,0,0
4515,tt0891527,1.156092,35000000,63215872,Lions for Lambs,Robert Redford|Meryl Streep|Tom Cruise|Michael PeÃ±a|Andrew Garfield,,Robert Redford,"If you don't STAND for something, you might FALL for anything.",journalist|terrorist|war against terror|externally controlled action|manipulation,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",92,Action|Adventure|Drama|History,Cruise/Wagner Productions|United Artists|Wildwood Enterprises|Andell Entertainment|Metro-Goldwyn-Mayer (MGM),10/22/07,119,5.7,2007,36808400.3921041,66482146.5060572
14913,tt0900357,0.443679,4500000,0,Boogeyman 2,Renee O'Connor|Mae Whitman|Michael Graziadei |Tobin Bell|Matt Cohen,http://www.sonypictures.com/homevideo/boogeyman2/,Jeff Betancourt,Fear. In The Flesh.,male nudity|female nudity|sex|loss of mother|suicide attempt,"A young woman attempts to cure her phobia of the boogeyman by checking herself into a mental health facility, only to realize too little too late that she is now helplessly trapped with her own greatest fear.",93,Horror|Thriller,Ghost House Pictures|Destination Films,10/20/07,38,4.9,2007,4732508.62184195,0
4513,tt0389722,1.285301,30000000,75505973,30 Days of Night,Josh Hartnett|Melissa George|Ben Foster|Danny Huston|Mark Boone Junior,http://www.30daysofnight.com/,David Slade,They're Coming!,sunrise|winter|vampire|marriage crisis|alaska,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",113,Horror|Thriller,Columbia Pictures|Dark Horse Entertainment|Ghost House Pictures|HorrorFlix,10/17/07,382,6.1,2007,31550057.4789463,79407259.6051257
14236,tt1111833,0.118177,0,0,Super High Me,Doug Benson|Sarah Silverman|Patton Oswalt|Jeffrey Ross|Gary Cohan,,Michael Blieden,,marijuana,"Determined to find out the true effects of marijuana on the human body, stand-up comedian and former Stoner of the Year Doug Benson documents his experience avoiding pot for 30 days and then consuming massive amounts of the drug for 30 days. More than just an amusing story of one man's quest to get superhigh, this documentary also examines the hotly contested debate over medical marijuana use.",89,Comedy|Documentary,,10/13/07,37,5.8,2007,0,0
17202,tt0906108,0.172467,15000000,55184721,Why Did I Get Married?,Tyler Perry|Jill Scott|Janet Jackson|Michael Jai White|Malik Yoba,,Tyler Perry,Because we complete each other's sentences.,,"The film is about the difficulty of maintaining a solid relationship in modern times. Eight married college friends plus one other non-friend (all of whom have achieved middle to upper class economic status) go to Colorado for their annual week-long reunion, but the mood shifts when one couple's infidelity comes to light. Secrets are revealed and each couple begins to question their own marriage",113,Comedy|Drama,Lions Gate Films,10/12/07,20,6.3,2007,15775028.7394731,58036037.3169873
30680,tt0493439,0.069719,0,0,On the Doll,Brittany Snow|Josh Janowicz|Clayne Crawford|Shanna Collins|James Russo,http://www.onthedoll.com/,Thomas Mignone,,rape|victim|independent film,"On The Doll is a story of the victims of child abuse, and the pain it visits upon their later lives. With interweaving stories following victims and victimizers, the film depicts the variety of experiences of abuse.",102,Crime|Drama|Thriller,,10/12/07,10,7.4,2007,0,0
4520,tt0857265,0.401426,0,0,Sleuth,Jude Law|Michael Caine|Harold Pinter|Carmel O'Sullivan|Kenneth Branagh,http://www.sonyclassics.com/sleuth/,Kenneth Branagh,Obey the rules.,lover (female)|insurance fraud|men|remake|millionaire,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",86,Thriller,Sony Pictures Classics|Castle Rock Entertainment|Timnick Films|Mandate Pictures|Riff Raff Film Productions,10/12/07,72,6.5,2007,0,0
14044,tt0881200,0.165385999999999,16000000,34786960,Ji jie hao,Hanyu Zhang|Ren Quan|Wang Baoqiang|Deng Chao|Yuan Wenkang,,Feng Xiaogang,Assembly,civil war|chinese civil war|war|chinese communists,"Follows a soldier trying to gain recognition for comrades who died in 1948, at a turning point in the civil war between the communists and the nationalist forces of the Kuomintang (KMT).",124,Action|History,Huayi Brothers Media Corporation,10/9/07,22,7.3,2007,16826697.3221047,36584352.9172602
5595,tt1016301,0.306905,0,0,La HabitaciÃ³n de Fermat,LluÃ­s Homar|Santi MillÃ¡n|Alejo Sauras|Federico Luppi|Elena Ballesteros,http://www.fermatsroom.co.uk/,Luis Piedrahita|Rodrigo SopeÃ±a,Think inside the box,secret|room|mathematics|genius|murder,Four mathematicians who do not know each other are invited by a mysterious host on the pretext of resolving a great enigma. The room in which they find themselves turns out to be a shrinking room that will crush them if they do not discover in time what connects them all and why someone might wish to murder them.,88,Mystery|Thriller,Bocaboca Producciones S.A.|Notro Films,10/7/07,38,6.3,2007,0,0
15651,tt0912583,0.006681,0,312751,For the Bible Tells Me So,Imogene Robinson|Victor Robinson|Gene Robinson|Isabella 'Boo' McDaniel,http://www.forthebibletellsmeso.org/indexd.htm,Daniel G. Karslake ,,bible|homosexuality|lesbian|religion,An exploration of the intersection between religion and homosexuality in the U.S. and how the religious right has used its interpretation of the Bible to stigmatize the gay community.,98,Documentary,,10/5/07,10,6.1,2007,0,328910.400886598
2274,tt0484562,0.567972,0,0,The Seeker: The Dark Is Rising,Ian McShane|Christopher Eccleston|Gregory Smith|Jonathan Jackson|Wendy Crewson,,David L. Cunningham,,fight|dynasty|chosen one|earth|immortality,A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,94,Adventure|Drama|Fantasy|Family|Thriller,Twentieth Century Fox Film Corporation|Marc Platt Productions|Walden Media,10/5/07,66,4.7,2007,0,0
12247,tt0952682,0.099129,0,0,Shotgun Stories,Michael Shannon|Glenda Pannell|Lynnsee Provence|Douglas Ligon|Barlow Jacobs,http://www.shotgunstories.com/,Jeff Nichols,Two families. One feud. No going back.,brother brother relationship|loss of father|arkansas,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",92,Drama|Thriller,Upload Films|Muskat Filmed Properties|A Lucky Old Sun Production,10/1/07,21,6.4,2007,0,0
1961,tt0489235,0.422526,1500000,173066,My Name Is Bruce,Bruce Campbell|Grace Thorsen|Ted Raimi|Adam Boyd|Mike Estes,http://www.dhentertainment.com/projects/1.my-name-bruce/,Bruce Campbell,Fearless! Unstoppable! Ready For His Close-Up!,parody|parallel universe,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,86,Comedy|Horror,Dark Horse Entertainment|Image Entertainment,10/1/07,41,6,2007,1577502.87394731,182008.074921711
3902,tt0368794,0.373385,20000000,4001121,I'm Not There.,Cate Blanchett|Heath Ledger|Julianne Moore|Ben Whishaw|Charlotte Gainsbourg,http://www.imnotthere-movie.com/,Todd Haynes,All I Can Do Is Be Me Whoever That Is,rock and roll|music style|success|john f. kennedy|advancement,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",135,Drama|Music,Endgame Entertainment|Rising Star|Killer Films|John Wells Productions|Dreamachine,10/1/07,96,6.5,2007,21033371.6526309,4207853.25100731
16460,tt1059793,0.473709,0,0,Garfield Gets Real,Frank Welker|Rajia Baroudi|Gregg Berger|Greg Eagles|Jason Marsden,http://garfield.com/d2v/index.html,Mark A.Z. DippÃ©|Kyung Ho Lee,,garfield,"Garfield is back with a new look. Tired with his routine as a comic strip star, Garfield escapes the page and heads into the ""real world."" While living the low-key life of a real housecat, he learns his comic will be cancelled if he doesn't return before the newspaper goes to print. The video games will follow the storyline as Garfield plows through obstacles to make his way back home.",75,Family|Animation|Comedy,Wonderworld Studios,9/30/07,14,5.6,2007,0,0
13680,tt0492956,0.911592,22000000,147880543,The Game Plan,Dwayne Johnson|Madison Pettis|Kyra Sedgwick|Roselyn SÃ¡nchez|Morris Chestnut,http://movies.disney.com/the-game-plan,Andy Fickman,"Half his size, twice the trouble ... and she's moving in.",american football|bachelor|sports team|sport|aerobics,NFL quarterback Joe Kingman was living the bachelor lifestyle when one day he discovers that he has a 8-year-old daughter from a previous relationship.,110,Comedy|Family,Walt Disney Pictures|Mayhem Pictures|Monkey Dance Productions,9/28/07,248,6,2007,23136708.817894,155521321.055593
14313,tt0800027,0.729174,0,5741608,Feast of Love,Morgan Freeman|Greg Kinnear|Radha Mitchell|Billy Burke|Selma Blair,http://www.feastoflovefilm.com/,Robert Benton,A story for anyone with an appetite for love.,dancing|sex|adultery|fortune teller|based on novel,"A meditation on love and its various incarnations, set within a community of friends in Oregon. It is described as an exploration of the magical, mysterious and sometimes painful incarnations of love.",101,Comedy|Drama|Romance,Lakeshore Entertainment|Revelations Entertainment|Greenestreet Films,9/28/07,26,5.8,2007,0,6038268.74738594
4566,tt0465538,0.47599,25000000,92991835,Michael Clayton,George Clooney|Tom Wilkinson|Tilda Swinton|Sydney Pollack|Michael O'Keefe,http://michaelclayton.warnerbros.com/,Tony Gilroy,The truth can be adjusted,killing|restaurant|chambers of a barrister|scandal|pretended suicide,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,119,Drama|Mystery|Crime,Castle Rock Entertainment|Mirage Enterprises|Section Eight Productions,9/28/07,240,6.3,2007,26291714.5657886,97796591.3107566
14793,tt1094594,0.14097,0,0,Heima,Jon Thor Birgisson|Georg Holm|Kjartan Sveinsson|Orri P. Dyrason|Hildur ÃrsÃ¦lsdÃ³ttir,,Dean DeBlois,,,"In the summer of 2006, Sigur RÃ³s returned home to play a series of free, unannounced concerts for the people of Iceland...",97,Music,,9/27/07,13,6.9,2007,0,0
3877,tt0469623,0.408767,16000000,2849142,Things We Lost in the Fire,Halle Berry|Benicio del Toro|David Duchovny|Alison Lohman|Sarah Dubrovsky,http://www.thingswelostinthefiremovie.com/,Susanne Bier,Hope comes with letting go.,sadness|loss of father|junkie|luxury|heroin,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",113,Drama,DreamWorks SKG|Neal Street Productions|DreamWorks Pictures|Province of British Columbia Production Services Tax Credit,9/26/07,40,6.5,2007,16826697.3221047,2996353.128856
5708,tt0421082,0.575389,0,8159508,Control,Sam Riley|Samantha Morton|Alexandra Maria Lara|Joe Anderson|James Anthony Pearson,http://www.controlthemovie.com,Anton Corbijn,,manchester city|medicine|new love|epilepsy|wife,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",121,Drama,"Becker International|Claraflora|EM Media|NorthSee|Weinstein Company, The",9/26/07,107,7,2007,0,8581098.21333076
7972,tt0292963,0.682794,18000000,25005257,Before the Devil Knows You're Dead,Philip Seymour Hoffman|Ethan Hawke|Albert Finney|Marisa Tomei|Aleksa Palladino,,Sidney Lumet,No one was supposed to get hurt.,brother brother relationship|office|drug addiction|hold-up robbery|career,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",117,Crime|Drama|Thriller,Capitol Films|Linsefilm|Unity Productions|Michael Cerenzie Productions|Funky Buddha Productions,9/26/07,153,6.7,2007,18930034.4873678,26297243.1875275
278468,tt0888817,0.779254,0,0,Family Guy Presents: Blue Harvest,Seth MacFarlane|Alex Borstein|Seth Green|Mila Kunis|Mike Henry,,Dominic Polcino,,,"With the Griffins stuck at home during a blackout, Peter begins to tell a story, which leads to a Star Wars flashback. Acting out scenes from Star Wars Episode IV: A New Hope.",48,Animation,20th Century Fox Television|Fuzzy Door Productions|Fox Television Animation,9/23/07,67,7.3,2007,0,0
50032,tt0853153,0.474364,0,0,Stuart: A Life Backwards,Tom Hardy|Benedict Cumberbatch|Nicola Duffett|Claire-Louise Cordwell|Edna DorÃ©,,David Attwood,,biography|alcoholism|institution,"Story about the remarkable friendship between a reclusive writer and illustrator and a chaotic homeless man, whom he gets to know during a campaign to release two charity workers from prison.",92,Drama,,9/23/07,17,7.1,2007,0,0
14687,tt0901481,0.163734,8000000,0,Eichmann,Thomas Kretschmann|Troy Garity|Franka Potente|Stephen Fry|Richard Rifkin,,Roger Young,,world war ii|nazi germany,"Based upon the final confession of Adolf Eichmann, made before his execution in Israel, of his role in Hitler's plan for the final solution.",100,Drama|Foreign|History,uFilm|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Entertainment Motion Pictures|Umedia|HCC Media Group,9/22/07,12,5.6,2007,8413348.66105236,0
10760,tt0815244,0.500174,16500000,13620075,Sydney White,Amanda Bynes|Sara Paxton|Matt Long|Jeremy Howard|Danny Strong,,Joe Nussbaum,Freshman year is no fairytale,college|romance|sorority|student|snow white,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,108,Comedy,Morgan Creek Productions|Clifford Werber Productions|SW7D Productions,9/21/07,112,5.9,2007,17352531.6134205,14323804.9705853
13614,tt0879843,0.611445,5200000,14723313,KatyÅ„,Artur Å»mijewski|Maja Ostaszewska|Andrzej Chyra|Danuta Stenka|Jan Englert,http://katyn.netino.pl/en/,Andrzej Wajda,,,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,118,Drama|History|War,Akson Studio|TVP S.A.|Polski Instytut Sztuki Filmowej,9/21/07,29,6,2007,5468676.62968403,15484045.7143506
14000,tt0497323,0.387356,0,0,Anamorph,Willem Dafoe|Scott Speedman|Peter Stormare|Clea DuVall|James Rebhorn,,Henry Miller,,detective inspector|artwork|suspense,"A psychological thriller based on the concept of anamorphosis, a painting technique that manipulates the laws of perspective to create two competing images on a single canvas.",107,Crime|Thriller,Kamala Films,9/21/07,22,5.3,2007,0,0
7737,tt0432021,0.665367,45000000,147717833,Resident Evil: Extinction,Milla Jovovich|Oded Fehr|Ali Larter|Iain Glen|Mike Epps,http://www.sonypictures.com/movies/residentevilextinction/index.html,Russell Mulcahy,The Extinction Is Coming...,clone|mutant|post-apocalyptic|dystopia|conspiracy,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",94,Horror|Action|Science Fiction,Impact Pictures|Davis-Films|Constantin Film Produktion|Resident Evil Productions,9/20/07,789,6,2007,47325086.2184195,155350204.060513
13283,tt1092053,0.245071,0,0,Barbie as the Island Princess,Mar Bordallo|Paloma Blanco|Tony Cruz|Miguel Ãngel Valera|Ana Alborg,,Greg Richardson,,,"Barbie plays Rosella in this new musical film. Shipwrecked as a child, Rosella grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",86,Animation|Family,,9/18/07,48,6.1,2007,0,0
13640,tt0934706,0.25062,3500000,0,Superman: Doomsday,Adam Baldwin|Anne Heche|James Marsters|John DiMaggio|Swoosie Kurtz,http://www.warnerbros.com/superman-doomsday,Lauren Montgomery|Bruce Timm,Where were you the day Superman died?,dc comics|superhero|based on comic book|death|doomsday,"When LexCorps accidentally unleash a murderous creature, Doomsday, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s",75,Action|Animation|Science Fiction,DC Comics|Warner Home Video,9/18/07,78,6.4,2007,3680840.03921041,0
17456,tt0896036,0.280613,10000000,0,BloodRayne II: Deliverance,Natassia Malthe|Zack Ward|Michael ParÃ©|Brendan Fletcher|Chris Coppola,,Uwe Boll,A heart-stopping adventure!,based on video game,"Rayne, a half-human half-vampire warrior, is in the America's 1880's Wild West to stop the vampired Billy the Kid and his posse of vampire cowboys.",99,Action|Horror|Western,Boll Kino Beteiligungs GmbH & Co. KG,9/18/07,31,3.3,2007,10516685.8263154,0
16516,tt0997274,0.216249,0,0,Gekijouban Clannad,Kenji Nojima|Mai Nakahara|Ryou Hirohashi|Houko Kuwashima|Daisuke Sakaguchi,http://www.toei-anim.co.jp/movie/2007_clannad,Osamu Dezaki,åŠ‡å ´ç‰ˆ ã‚¯ãƒ©ãƒŠãƒ‰,,"Clannad is set in a high-school located in some Japanese town. Okazaki Tomoya is a third-year student who doesn't take his studies seriously. Always late for class, he's seen as a delinquent by the rest of his classmates who are busy preparing for their entrance examinations. Needless to say, he hasn't too many close friends either.",94,Animation|Drama,Toei Animation|Visual Art's/Key,9/15/07,13,7.2,2007,0,0
13257,tt0419984,0.529537,22000000,0,Mr. Woodcock,Billy Bob Thornton|Seann William Scott|Susan Sarandon|Amy Poehler|Ethan Suplee,,Craig Gillespie,Letting Go of Your Past Is Hard... Especially When It's Dating Your Mom.,overweight child|sport|teacher,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made high school hell for generations of students.",87,Comedy|Romance,Avery Pix|Landscape Entertainment,9/14/07,72,4.7,2007,23136708.817894,0
14753,tt0494834,0.333928,20000000,0,Silk,Keira Knightley|Michael Pitt|Alfred Molina|KÅji Yakusho|Sei Ashina,,FranÃ§ois Girard,"Come Back, or I Shall Die...",,"Based on the best-selling novel by Alessandro Baricco, this visually stunning film tells the story of a French trader who finds unexpected love far away from home.",107,Drama|Romance,Rhombus Media,9/14/07,33,5.2,2007,21033371.6526309,0
2252,tt0765443,0.992072,51500000,55112356,Eastern Promises,Naomi Watts|Viggo Mortensen|Vincent Cassel|Armin Mueller-Stahl|SinÃ©ad Cusack,http://www.focusfeatures.com/easternpromises/,David Cronenberg,Every sin leaves a mark.,london|father-son relationship|prostitute|tradition|refugee,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,100,Thriller|Crime|Mystery,BBC Films|Serendipity Point Films|TÃ©lÃ©film Canada|Astral Media|Scion Films,9/14/07,423,7,2007,54160932.0055246,57959933.3200051
23827,tt1179904,1.120442,15000,193355800,Paranormal Activity,Katie Featherston|Micah Sloat|Mark Fredrichs|Amber Armstrong|Ashley Palmer,http://www.paranormalactivity-movie.com/,Oren Peli,What Happens When You Sleep?,haunting|psychic|entity|demonic possession|found footage,"After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.",86,Horror|Mystery,Blumhouse Productions|Solana Films,9/14/07,714,6.1,2007,15775.0287394731,203346220.129588
42411,tt0770829,0.144852,0,0,La ragazza del lago,Toni Servillo|Denis Fasolo|Nello Mascia|Valeria Golino,,Andrea Molaioli,,film noir,A cop investigates the murder of a beautiful teen girl left naked by a lake.,95,Mystery|Thriller,,9/14/07,10,5.6,2007,0,0
4413,tt0476964,1.196636,70000000,69766619,The Brave One,Jodie Foster|Terrence Howard|Nicky Katt|Naveen Andrews|Mary Steenburgen,http://www.thebraveone.com,Neil Jordan,How many wrongs to make it right?,metropolis|bravery|urban life,A woman struggles to recover from a brutal attack by setting out on a mission for revenge.,122,Crime|Drama|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.,9/14/07,115,6.3,2007,73616800.7842082,73371361.3187251
4688,tt0445922,0.532062,0,0,Across the Universe,Evan Rachel Wood|Jim Sturgess|Joe Anderson|Dana Fuchs|Martin Luther,http://www.acrosstheuniverse.com/,Julie Taymor,All you need is love.,riot|graffiti|protest|musical|music,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",133,Adventure|Drama|Music|Romance,Revolution Studios|Team Todd,9/14/07,255,6.8,2007,0,0
13910,tt0472071,0.405537,20000000,3561,Death Defying Acts,Catherine Zeta-Jones|Guy Pearce|Timothy Spall|Saoirse Ronan|Malcolm Shields,,Gillian Armstrong,There is no escape.,scotland|escape artist|clairvoyant|woman director|1920s,"On a tour of Britain in 1926, Harry Houdini enters into a passionate affair with a psychic out to con the famous magician.",97,Drama|Romance,BBC Films,9/13/07,31,5.4,2007,21033371.6526309,3744.99182275093
8954,tt0831884,0.482716,0,0,Reservation Road,Joaquin Phoenix|Jennifer Connelly|Elle Fanning|Sean Curley|Mark Ruffalo,,Terry George,,loss of son|sense of guilt|baseball|sadness|dying and death,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men (Joaquin Phoenix and Mark Ruffalo) react in unexpected ways as a reckoning looms in the near future.",102,Drama|Crime|Thriller,Nick Wechsler/Miracle Pictures|Volume One Entertainment,9/13/07,33,6.7,2007,0,0
13252,tt0896798,0.352844,25000000,0,Cleaner,Samuel L. Jackson|Ed Harris|Eva Mendes|Luis GuzmÃ¡n|Keke Palmer,,Renny Harlin,,coverup,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",88,Crime|Thriller|Mystery,Nu Image Films|Millennium Films,9/11/07,93,5.8,2007,26291714.5657886,0
31031,tt1048174,0.622059,0,0,The World Unseen,Lisa Ray|Sheetal Sheth|Parvin Dabas|Nandana Sen|David Dennis,,Shamim Sarif,,racial segregation|homosexuality|lesbian love|woman director,A drama centered on two women who engage in a dangerous relationship during South Africa's apartheid era.,94,Drama|Foreign,,9/9/07,15,7.3,2007,0,0
5951,tt0866437,0.499397,0,0,The Jane Austen Book Club,Maria Bello|Emily Blunt|Amy Brenneman|Hugh Dancy|Maggie Grace,http://www.sonyclassics.com/thejaneaustenbookclub/,Robin Swicord,You don't have to know the books to be in the club.,hippie|infidelity|literature|book|singles,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",106,Comedy|Drama|Romance,Mockingbird Pictures|John Calley Productions,9/9/07,58,6.2,2007,0,0
13025,tt0848557,0.663818999999999,2000000,5364858,Diary of the Dead,Michelle Morgan|Joshua Close|Shawn Roberts|Amy Lalonde|Joe Dinicol,,George A. Romero,Where will you be when the end begins?,zombies|found footage,A group of young film students run into real-life zombies while filming a horror movie of their own.,95,Horror|Action|Science Fiction,Artfire Films,9/8/07,72,5.3,2007,2103337.16526309,5642052.60887951
